0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
0.0,0.9733353140189368,0.9415886994521695,0.977691662777383,0.9995609927603792,0.7372473491635426,0.7190022403438507,0.7617609770536473,0.7645132346793909,0.8597477803829563,0.8885780164144201,0.8959775752340475,0.8816973758150101,0.8599559712757747,0.8884904308892708,0.851970641509951,0.8977886340993984,0.8723017755522944,0.8723017755522944,0.8917422035355809,0.9020029094396566,0.8898137323278528,0.8730869663230941,0.9401924102038234,0.7486989190583676,0.7665971789007108,0.7563556688641616,0.7477313569739769,0.883117493917216,0.9111262260725392,0.9245130179177705,0.8749534308835232,0.9008931491376583,0.9018268215907117,0.8741031793883849,0.8721452461395508,0.8947835996238149,0.891704487203035,0.8948663724305087,0.9113686322746121,0.8818518598611312,0.8065376017215298,0.8348704849790336,0.7194788379543055,0.7858966824585043,0.7177008263531538,0.7874190193404973,0.773248013997546,0.7670512161515621,0.7699686733164806,0.7502691221186569,0.7984560604041925
0.9733353140189368,0.0,0.9336830477729489,0.9744858420244095,0.97415246812237,0.7039526717890245,0.6925022271036143,0.7396430227398747,0.7398599126741886,0.8409458044831549,0.8731426501906768,0.8809513795850571,0.8674287805157408,0.8410309590170246,0.8730450772205599,0.8401387017239472,0.8811713949997857,0.8576423102392986,0.8576423102392986,0.8756288333058112,0.889161090990008,0.8790744954225318,0.8591928283164496,0.935424808295231,0.7239030657047251,0.735574014109019,0.7301791392350973,0.7217856509285538,0.8956120085799544,0.9232153021822991,0.9293516478037092,0.876901974846114,0.9106561169830392,0.9055581649450755,0.8829408774364846,0.883411336741299,0.9088295938399124,0.8945252185712937,0.9085865401659761,0.8952379566114097,0.8680352557250801,0.7896962697262376,0.8216070662226016,0.6787201086230665,0.7583295529952823,0.6956458678776827,0.7533522005795531,0.7368331430210603,0.7294250913693344,0.7394926598316179,0.7228319625350244,0.7686879611275508
0.9415886994521695,0.9336830477729489,0.0,0.9204029150353273,0.9424540489453697,0.7032225406779631,0.6940971695394288,0.7400030711566621,0.7447933464617535,0.8359324910532351,0.876063226477751,0.8760756893858722,0.8637669289899764,0.8403625916104733,0.8681954139515946,0.8336412954712642,0.8811518748209386,0.8530035612395244,0.8530035612395244,0.8674143703092122,0.8835418695891267,0.873532912613304,0.8610416161780226,0.9283226051263412,0.7279184921020896,0.7674940424620245,0.7329067513170067,0.7262916756121263,0.8634453355925211,0.8974386112514046,0.9027721139364673,0.858902966847357,0.8822325075353513,0.8870196089471121,0.8692467984003589,0.8622494372893111,0.8841713282313814,0.8764990239234471,0.880464887831136,0.9108042405406377,0.8942447699828595,0.8394010612517455,0.8444882394057727,0.7077209793327558,0.7614426957402881,0.6988651764747035,0.7725617163810048,0.7575407935327328,0.7493809826280026,0.739452690842058,0.7198917551491416,0.7796253607429812
0.977691662777383,0.9744858420244095,0.9204029150353273,0.0,0.9771187369878506,0.70129867308178,0.6874556089328212,0.7345026033175709,0.7383356255098188,0.836247073974762,0.8652281732731765,0.8747902031305934,0.859396509780535,0.8358896486813633,0.8684810652750761,0.8336384264338155,0.8715450566725966,0.8470008648157379,0.8470008648157379,0.8681292544439021,0.8802296432157307,0.8661093752938887,0.8468537559342381,0.9214331806477811,0.7194900631886537,0.7376526704996571,0.7258418834586401,0.7172868456039385,0.8915153075464027,0.9153805227090774,0.9267707269260964,0.8863555955108975,0.9090441914050192,0.9071846677888319,0.8789538035938496,0.8786875394989541,0.9007077293506214,0.8967738840796284,0.8998530949276365,0.8896778344627251,0.8560650601086893,0.7745678012480477,0.8237636056332599,0.6881153728904681,0.7552495542328931,0.696012229976076,0.7511064308298465,0.7358080517281669,0.7273230943394304,0.7417523547984255,0.7266995699553476,0.7668435321406891
0.9995609927603792,0.97415246812237,0.9424540489453697,0.9771187369878506,0.0,0.7376767166275576,0.719983054776918,0.764087649014615,0.7662856951737739,0.8633047764129946,0.8913942367430738,0.8993663787952009,0.884816269414973,0.8634038293686909,0.8916619690835863,0.8555382182177108,0.9010103064169924,0.875591314627321,0.875591314627321,0.8947282717736441,0.9047671602718096,0.8929520005265239,0.8763832193462846,0.9420132648431077,0.750629201076598,0.768147790113601,0.7583376375593059,0.749882268648299,0.8821751040670294,0.9109800133977967,0.9239906180886592,0.873581402505136,0.9003640726978887,0.9002896181883778,0.8736905536043182,0.8707642182148467,0.8941061284115864,0.8912267695654674,0.8948087158998013,0.9138192844233276,0.8835261374688137,0.8091101527538629,0.8356440940991804,0.7220316213909028,0.7879041480522343,0.719821463042444,0.7892458252117617,0.7754258559126062,0.7692737975932806,0.771770138072673,0.7519592702384119,0.8007773240153799
0.7372473491635426,0.7039526717890245,0.7032225406779631,0.70129867308178,0.7376767166275576,0.0,0.9637847236633813,0.8939239190308026,0.8541743821610934,0.7045438312208326,0.7142657426785618,0.7082094726542123,0.692047868828419,0.702613335576613,0.6987200792627573,0.6975732472232957,0.7148965297196713,0.7149990037787523,0.7149990037787523,0.714890099135917,0.7199347841255711,0.7144005085847024,0.6979243442272579,0.7113702296266642,0.8890445544847686,0.8041136774728757,0.8892844109459639,0.8897542961449961,0.6561738654554752,0.6796709348239958,0.6806966474062841,0.6280732314192125,0.6599382797987875,0.6793337875634234,0.6656040514804764,0.6555784700827834,0.6618920305206517,0.6439251511542256,0.6531364608621318,0.7325220087736533,0.7129827580104913,0.7015996066651908,0.6671543240805451,0.7675590685031438,0.8531360782385902,0.8477643915694834,0.8785969390207198,0.8713727871181887,0.8705103920244782,0.8455552889972079,0.8318613627478394,0.881836699178534
0.7190022403438507,0.6925022271036143,0.6940971695394288,0.6874556089328212,0.719983054776918,0.9637847236633813,0.0,0.8947389572435028,0.8583209844523964,0.6839216016664085,0.6967378038187785,0.6966080271681575,0.6791376267652204,0.6817829447108249,0.6835567686558952,0.6832117794807604,0.698572600105503,0.7032287951900914,0.7032287951900914,0.6990410709437638,0.7036574552574196,0.6958644223931902,0.6854139349981649,0.7023911402040083,0.8983201912054923,0.8218961740791948,0.8989018880453611,0.9002038626597659,0.6447225910612667,0.6630024021013449,0.6661212512659507,0.609951763404725,0.6468736502254112,0.6626984431580104,0.6439205437433934,0.6348590683238331,0.6484988939206203,0.6241843927816911,0.6410834823692452,0.719742372156675,0.7071727128697366,0.7108056528680012,0.6672599411511024,0.7657749168951994,0.8625117034591473,0.8530368587375277,0.896953645736499,0.8879382160423372,0.8867816678079036,0.8528120638608081,0.8393529073848003,0.8839417113663154
0.7617609770536473,0.7396430227398747,0.7400030711566621,0.7345026033175709,0.764087649014615,0.8939239190308026,0.8947389572435028,0.0,0.9422113747898204,0.7485984254151424,0.770262242685946,0.7624036887623188,0.7518995615253297,0.7458614244175557,0.7504579722829265,0.7577572268765913,0.7669243774510408,0.7711541333126121,0.7711541333126121,0.771937919529472,0.7753105910210979,0.7712354053862045,0.7522412222869942,0.7516985404389532,0.8461284263707933,0.803092599123683,0.8505431641838954,0.850684839532063,0.6653716594385894,0.6963144259520802,0.693225116989143,0.6547708731484674,0.6738558170149344,0.6871961298169181,0.7008782428123222,0.6529949440781336,0.6810823146442789,0.6785025171290507,0.6675391072840899,0.7693134408216659,0.7524699605743266,0.747020020595755,0.7110680378089781,0.8139200381694301,0.8643394834582896,0.8376277343927673,0.8945247838864032,0.8881103412658573,0.8872431928147335,0.850536307200786,0.8382802221662247,0.8845626911823502
0.7645132346793909,0.7398599126741886,0.7447933464617535,0.7383356255098188,0.7662856951737739,0.8541743821610934,0.8583209844523964,0.9422113747898204,0.0,0.7674334073266262,0.7758286244673249,0.7717841532242102,0.7663000108217253,0.762618235711064,0.7627050013836812,0.7694707848047766,0.7794084765098142,0.7750812556849781,0.7750812556849781,0.7799776078700219,0.7816304849456845,0.7745156181431175,0.7644210039275742,0.758340085141633,0.8233273833881958,0.7888169090192996,0.8286087779944535,0.8272935672084518,0.662446686427066,0.6934507014055178,0.6873293621241395,0.6561484821058534,0.6670341786396876,0.6906703847870909,0.7045564688007082,0.6591040390266717,0.679017244152708,0.6748402204156791,0.6643171598278363,0.7629514392521526,0.755074062395897,0.7496249897536027,0.723977892078717,0.8265640951624623,0.8312015768952574,0.8132592284258224,0.8656523430890178,0.8547876188962524,0.8564685118724134,0.8160830539177847,0.8060743619165668,0.8594134535866083
0.8597477803829563,0.8409458044831549,0.8359324910532351,0.836247073974762,0.8633047764129946,0.7045438312208326,0.6839216016664085,0.7485984254151424,0.7674334073266262,0.0,0.9453559878076707,0.9603794428960996,0.9580771889496484,0.996637221373541,0.9626756951877646,0.9710213811446422,0.9573984626302559,0.9354652741228191,0.9354652741228191,0.9607885418196851,0.9523405293506171,0.9503998944830413,0.9559148465928919,0.8743454366902645,0.7189709441426477,0.7170695818675867,0.7241615173991317,0.7202204055732297,0.727498004950022,0.7800981264066936,0.7756182543778942,0.7460209811449665,0.7521777959726141,0.7473758390946923,0.781922054941654,0.731121113827334,0.7442642280528486,0.7679323977790076,0.753836930454229,0.8554349533198569,0.8397257817787253,0.7835192382439932,0.7567352118412157,0.729025171121489,0.7636746934778817,0.7151740914254413,0.7576373114251811,0.745780675394849,0.7382283189142239,0.7474153743670422,0.7266543935191098,0.7728767368081254
