-74.7226565157554;-66.9078249759799;-44.6216755929897;-38.7568239167268;-104.546243341062;-88.9021106768794;-61.4918611063888;-28.8037616019995;-57.3009678341547;-56.8679572250838;-54.2116018633443;-81.8451864192914;-52.9000530516938;-65.9171193440001;-42.4570365735526;-38.3442377523854;-57.8544168233207;-18.8471801439637;-76.1848303989685;-59.9030382351566
-75.2361602563045;-76.2647887940062;-74.2236864303852;-43.5996903002998;-112.015228089191;-79.4678930265907;-90.7901197909648;-41.0277221716874;-39.3039580791943;-21.4994390303288;-48.5139619478918;-91.0443317342596;-24.0772328085232;-57.3138203995534;2.07047936413820;-9.67187434946565;-39.8583569219765;-10.5243850053228;-60.7171028002599;-66.6496487684535
-73.5283260098771;-82.0198591931287;-57.2686053465431;-45.3637395564763;-91.7692789270580;-70.7577303504190;-81.0079379396382;-36.2538393036477;-38.6542409006483;-27.0872104227453;-43.6504459463908;-82.2924542098964;-29.7530482280006;-68.5839017138469;-5.23453605299097;-25.4467925394995;-29.2402145153350;-20.5697767917091;-56.4613278758869;-58.0655811698787
-65.8199565148028;-69.2352782156614;-56.8247117458454;-37.4813424359517;-69.6583687890368;-49.5120384889854;-68.6096878160177;-35.1017635486281;-38.5222969319879;-23.5337987485641;-35.6928305512554;-69.3440471922661;-29.8067580773217;-44.5037493695208;-4.45132654233152;-20.0406849256889;-27.0990677163826;-26.0785761209862;-50.0442950695670;-46.1267969506591
-80.2587499304652;-86.3779442554439;-53.5174264221770;-38.9109696454167;-78.9394982632163;-80.2243337610565;-96.2745413195346;-20.6951052045151;-69.5764421125084;-51.6105456048879;-66.0577631117435;-84.2320945210480;-50.0037799729636;-66.2432081663331;-63.6848818165283;-77.4145011151126;-51.6091990680813;-27.9104194479274;-81.1503748100587;-53.7220872723329
-80.6752140214804;-72.8930531070943;-34.3068566321190;-31.8810677683648;-122.538382301386;-70.7829900925737;-67.3430536639997;-9.92112287201113;-43.6816961974246;-37.0477623992610;-45.1784172517507;-77.9228388946180;-45.3200257705846;-65.9175544808310;-45.9122494996013;-41.8650371612863;-46.6232621557632;-25.1492558895557;-71.9165721001016;-53.9043146264125
-91.7375518267112;-86.2816750678464;-50.8123058131717;-17.1030553467483;-138.312328168840;-109.700161879431;-110.808122841825;-66.4015659604445;69.4685314268418;-43.0936289805112;-8.82106365958408;-76.8711002980330;-40.2533767716867;-32.6350999957975;-11.8316135890237;8.29577556085415;-50.6871332852864;-2.25554211483753;-21.7439577164915;-57.8698176696621
-41.3425061928556;-56.2807366223488;-25.8654596376525;-26.6921829765908;-72.4571549240116;-67.8801315370255;-20.5891814296358;-44.5368040980355;-12.7575439575249;-31.2060315992882;-27.8804034208215;-56.2587970757004;-66.1973499134358;-39.9913584521545;-29.8358383740604;-41.2792157846612;-38.3629102806683;-25.4797589094246;-41.1878355050970;-29.2154766928753
-72.0113782119220;-65.3618631284713;-29.3253214954156;-46.1422960636127;-138.450105448251;-66.9873230158974;-30.9252450611047;-159.300503563205;189.444668388855;-30.6682025212020;-32.3601343327004;-31.9979940725775;-29.9012971151864;-51.6737184300357;-58.8323275903004;45.2789706617742;-50.6313143505768;4.94962892903321;-18.4706945419118;-45.3206954490289
-55.2128821928628;-60.7786748323945;-55.3766627275960;-30.2175394741207;-61.6809929430705;-45.9101110439992;-61.2865023172113;-31.4743578711299;-27.9744495987154;0.492694056448842;-28.3723959773368;-55.5354344768195;-20.6522124023734;-36.5076373663275;2.19534352318439;-10.3855609431362;-11.5177970173495;-15.3658858496716;-39.0396331780271;-28.4049975741897
