0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135
1.0,0.9639794,0.9677465,0.60639083,0.95699656,0.94487554,0.9657381,0.9734585,0.96455157,0.978981,0.91925913,0.94211996,0.922545,0.9498972,0.9333182,0.93748003,0.96268415,0.9638396,0.9207927,0.93763715,0.94362926,0.96706116,0.91080624,0.8910216,0.9053361,0.707301,0.90913975,0.8049335,0.83990955,0.8088908,0.82772785,0.890067,0.8819128,0.8798314,0.89291155,0.9049266,0.9011503,0.89665717,0.87992233,0.71694255,0.88309014,0.81770515,0.8464128,0.86847234,0.8985839,0.8775894,0.8369475,0.86698365,0.8521499,0.812141,0.9009704,0.8718376,0.8702235,0.8569051,0.8759706,0.86882764,0.90428686,0.86907256,0.90001553,0.88434154,0.50479776,0.857767,0.80643564,0.8482912,0.8915057,0.8868778,0.87100095,0.7799339,0.8055624,0.8372727,0.86172163,0.85844785,0.86291236,0.8924083,0.866943,0.87505865,0.8989611,0.8813283,0.8550995,0.89764404,0.83978516,0.89345264,0.5623105,0.8449633,0.83728206,0.8853181,0.8862166,0.8754409,0.8653143,0.86620784,0.87152284,0.85147655,0.86262345,0.8295431,0.81180996,0.8528352,0.8666042,0.854158,0.8833296,0.83949184,0.86577636,0.82817996,0.8910097,0.88157886,0.85429204,0.8609689,0.8717164,0.8867727,0.8598294,0.8539357,0.8561766,0.8528408,0.88251716,0.8780724,0.88263285,0.85906553,0.8662674,0.88584644,0.7181894,0.8620597,0.8782108,0.88133353,0.86323476,0.88228303,0.88330597,0.89429146,0.85863495,0.85457265,0.89019006,0.9034209,0.85862434,0.892299,0.8750812,0.75297076,0.89854556,0.8845453
0.9639794,1.0,0.9611349,0.6258773,0.95523036,0.9515037,0.93927896,0.9555705,0.9372321,0.959641,0.92046535,0.95408505,0.92374396,0.9513239,0.9354986,0.94019943,0.95435554,0.96008414,0.92289805,0.93940705,0.9490445,0.95710737,0.91267604,0.89931715,0.9010011,0.73590904,0.91779846,0.8195279,0.8634195,0.8182652,0.83837926,0.88296133,0.8842544,0.882446,0.88713634,0.9079408,0.90747535,0.8930529,0.8889082,0.74370617,0.8921854,0.80861497,0.8534348,0.87391907,0.8920259,0.87998545,0.85077035,0.87777334,0.8515023,0.8363641,0.9145018,0.87849754,0.889797,0.8654498,0.88552195,0.87917596,0.9081847,0.8639664,0.9093453,0.8971179,0.5133554,0.8665196,0.8327216,0.85696876,0.90228665,0.90100753,0.8887792,0.7947906,0.8316297,0.85409015,0.8747406,0.8667413,0.8681079,0.9008217,0.86203957,0.8853421,0.91116995,0.8837841,0.8710227,0.90033364,0.8554489,0.89838666,0.55813605,0.8535434,0.8616036,0.89001745,0.8904847,0.87842333,0.86970633,0.87016296,0.88450867,0.8596054,0.8679281,0.85133195,0.8394025,0.8607105,0.8710575,0.8626419,0.8902941,0.8640462,0.88441974,0.8505695,0.9012451,0.8889647,0.8726824,0.8798015,0.886099,0.8954449,0.86913127,0.86976963,0.87652886,0.87318176,0.8997917,0.89120346,0.891446,0.8769541,0.8690243,0.89577705,0.72586256,0.8635372,0.88079184,0.88417387,0.8627773,0.88659817,0.8889052,0.89794415,0.86312747,0.8566187,0.89116657,0.910252,0.8696497,0.899469,0.88995594,0.761238,0.9034355,0.89611
0.9677465,0.9611349,1.0,0.61927325,0.97088736,0.9511447,0.9413189,0.9698393,0.938729,0.9627886,0.9487643,0.9576775,0.94023275,0.95592374,0.9609871,0.96056354,0.98037505,0.97737515,0.9424145,0.9621143,0.95561737,0.98231125,0.936136,0.88549125,0.89496773,0.6932338,0.9054344,0.7884678,0.84681964,0.792855,0.8104916,0.8774438,0.8841491,0.88331175,0.8797641,0.9040356,0.897428,0.872254,0.8686886,0.6997002,0.87273204,0.80858284,0.8253025,0.8614416,0.8853249,0.8537435,0.82764286,0.85440433,0.8357215,0.8195846,0.8955333,0.87087214,0.8577826,0.8463659,0.8705886,0.8566622,0.90229094,0.85172427,0.88830435,0.874243,0.4966872,0.8509111,0.8124927,0.82578707,0.8862845,0.8788877,0.85901093,0.76505816,0.812764,0.83243394,0.8615582,0.85724163,0.8647153,0.888571,0.84955597,0.85982287,0.8947561,0.8855561,0.8454364,0.89059687,0.8308344,0.8828636,0.5523626,0.83506614,0.8429942,0.88548464,0.88454676,0.8574377,0.8482139,0.85492957,0.85551643,0.83799744,0.84991497,0.82903516,0.8145364,0.8381151,0.85605973,0.84053946,0.8849929,0.8324629,0.8547932,0.8283543,0.89099234,0.88894314,0.843059,0.8517795,0.88246256,0.8869201,0.8678303,0.8399909,0.8560125,0.8512587,0.8838723,0.8771215,0.8782854,0.86769766,0.85572696,0.884968,0.7298053,0.8525118,0.87516207,0.8827879,0.8521952,0.8815251,0.8824247,0.8937211,0.8499979,0.84525204,0.8810058,0.90417063,0.8639234,0.8946125,0.8749042,0.76383746,0.8959686,0.8884462
0.60639083,0.6258773,0.61927325,1.0,0.624083,0.6638869,0.60715955,0.6121494,0.6066513,0.601495,0.60834306,0.6288552,0.6103633,0.6411168,0.6183901,0.6152353,0.6195477,0.6180508,0.60099566,0.61829776,0.62811893,0.62153995,0.60028076,0.61441565,0.59526557,0.6238264,0.6189576,0.61492085,0.6869135,0.61448956,0.60287696,0.60169905,0.6056016,0.60456973,0.60716844,0.6054598,0.6023087,0.6098447,0.5911186,0.63147134,0.61827236,0.58779496,0.6585054,0.62346226,0.6012068,0.6095076,0.61222595,0.6326368,0.61556387,0.61911666,0.6328661,0.6284007,0.63274175,0.6297395,0.60456663,0.6352638,0.6050357,0.61036456,0.6086616,0.5979679,0.8084355,0.61793333,0.6293514,0.64527273,0.62375057,0.6099983,0.6293015,0.62271124,0.61763185,0.6449831,0.640346,0.605023,0.61651605,0.6081392,0.60897416,0.5913222,0.6114627,0.6058358,0.6102136,0.59994847,0.6514692,0.62921494,0.46175134,0.59928334,0.626649,0.60474145,0.6184637,0.60348755,0.6039039,0.5829351,0.6036501,0.6115845,0.6053002,0.62917125,0.62453234,0.58131695,0.58640486,0.5843212,0.5898218,0.61192036,0.63689905,0.63215137,0.59779215,0.61061746,0.623727,0.609785,0.6604716,0.61830866,0.6067543,0.5992857,0.6562683,0.6279969,0.63222235,0.59602785,0.58956504,0.67854434,0.58487654,0.5992347,0.7690634,0.5855716,0.6063082,0.6107312,0.5884455,0.59274447,0.6153305,0.6031972,0.5951093,0.5845689,0.59443814,0.61411124,0.62313515,0.61266017,0.6619207,0.7589921,0.6109353,0.6238558
0.95699656,0.95523036,0.97088736,0.624083,1.0,0.94736433,0.94319415,0.9535768,0.9391398,0.961451,0.941557,0.95420384,0.93648577,0.95799047,0.9504459,0.9643904,0.96292305,0.96473724,0.9327617,0.96439886,0.9467834,0.96716624,0.9238432,0.8876373,0.8798639,0.7012054,0.9005844,0.79342955,0.8506118,0.7959332,0.81324923,0.8840614,0.88483536,0.8833521,0.8881832,0.89794743,0.89295775,0.87138253,0.86374694,0.7096985,0.8717015,0.79630834,0.8249338,0.8555181,0.8933388,0.8531699,0.8231901,0.8574398,0.8434608,0.8172354,0.8943262,0.87216115,0.855829,0.85937405,0.8747185,0.8577609,0.90640914,0.8553228,0.88681144,0.86908525,0.5020448,0.84464973,0.8119909,0.8254895,0.8870946,0.873015,0.8620168,0.771884,0.8103093,0.83101046,0.86251646,0.85475457,0.86017644,0.88885915,0.85361147,0.8634866,0.8886413,0.88457096,0.85000336,0.8932772,0.83633435,0.8761842,0.53498703,0.83632976,0.84417915,0.88310266,0.8809291,0.8624109,0.85188764,0.85587716,0.8553555,0.8376329,0.84642416,0.8308224,0.81902504,0.8377166,0.8568929,0.839241,0.8783673,0.8348766,0.8555023,0.8280629,0.8872565,0.8840652,0.8480337,0.85459554,0.8826057,0.88499284,0.8635175,0.8428071,0.85891426,0.85058695,0.8743511,0.8725871,0.8727818,0.8700091,0.8561548,0.8869442,0.7296592,0.86039025,0.87275475,0.88390124,0.8595121,0.88503003,0.8831308,0.8927588,0.8586749,0.8539342,0.88269097,0.9012254,0.8637146,0.8925122,0.8731228,0.7637724,0.89679426,0.8904064
0.94487554,0.9515037,0.9511447,0.6638869,0.94736433,1.0,0.9291227,0.95545584,0.9264983,0.9399964,0.9218929,0.9608245,0.939847,0.97017676,0.94673216,0.94569623,0.9483852,0.963802,0.92418385,0.9451546,0.9721057,0.9539819,0.9149594,0.9227407,0.90930593,0.77698094,0.9502823,0.84803593,0.8889301,0.850875,0.8661221,0.8972591,0.9068813,0.9051171,0.9000271,0.93472034,0.93514466,0.9084412,0.9151975,0.7850743,0.9209983,0.8218885,0.8810328,0.89690495,0.9071192,0.8870826,0.87843,0.90483767,0.87391275,0.86830795,0.9430934,0.9197224,0.9107813,0.9045645,0.9106665,0.90512794,0.9205771,0.8854808,0.9331986,0.91784924,0.5865656,0.89061785,0.8703144,0.8801669,0.9217005,0.9331626,0.91314554,0.8292671,0.85948336,0.8959828,0.9055087,0.9042495,0.8913825,0.92410165,0.88343984,0.9072999,0.9324999,0.9055156,0.90283114,0.91705287,0.8962021,0.9155987,0.542541,0.8868229,0.89835346,0.92395127,0.92094123,0.90679234,0.8994471,0.89652616,0.91065365,0.8973882,0.9038675,0.89345974,0.87803245,0.8842804,0.89710015,0.88629913,0.92028844,0.8937973,0.9153499,0.8822053,0.9281382,0.92569906,0.9098234,0.9124888,0.9148789,0.9316327,0.90557915,0.89833015,0.9145399,0.9087042,0.92280096,0.9156757,0.921947,0.9091392,0.8964481,0.9211967,0.7750614,0.89092803,0.90883696,0.9164499,0.88956165,0.9153458,0.9199641,0.92653185,0.88829404,0.884111,0.9201664,0.93917346,0.8970957,0.9290579,0.9291393,0.8040519,0.9278453,0.9276036
0.9657381,0.93927896,0.9413189,0.60715955,0.94319415,0.9291227,1.0,0.9626719,0.9989115,0.9641937,0.89465773,0.92029077,0.91126287,0.9263242,0.90386707,0.91831803,0.9407215,0.9374498,0.8997675,0.91889143,0.92276883,0.94225174,0.8916194,0.87667763,0.8762221,0.70315593,0.88943887,0.7992612,0.838015,0.8032477,0.8241083,0.8828884,0.8741582,0.8741568,0.88653654,0.8931614,0.88635963,0.8786783,0.8611147,0.71051717,0.86778075,0.8119597,0.84319425,0.86661434,0.8903895,0.8655632,0.8324404,0.86966145,0.8637118,0.8117874,0.88846403,0.86683846,0.85643107,0.85486734,0.86887485,0.87112343,0.88553905,0.87463,0.8862118,0.86495167,0.5088767,0.85828304,0.8042648,0.8448955,0.87244755,0.870113,0.85827243,0.77712303,0.8021362,0.82611823,0.8563319,0.85375816,0.85220426,0.87807554,0.8731522,0.8645184,0.88149416,0.87482834,0.85009784,0.8822872,0.8294392,0.87132424,0.55290073,0.8356117,0.83780074,0.86821353,0.86480284,0.8703894,0.864824,0.8600128,0.85248893,0.8453849,0.85205233,0.83209974,0.8174088,0.8457707,0.85979384,0.8468069,0.86404175,0.8295498,0.853535,0.827545,0.86892736,0.87284887,0.84462696,0.85050297,0.8616449,0.8717582,0.8488111,0.8391378,0.8488081,0.8428053,0.86259013,0.86286205,0.86468905,0.8508213,0.85881716,0.87126833,0.71308285,0.85821766,0.8694171,0.8690198,0.8600344,0.88367695,0.8714376,0.88749665,0.8630961,0.85430294,0.8742845,0.88141406,0.85138446,0.87874854,0.8602332,0.74662596,0.87876296,0.87202233
0.9734585,0.9555705,0.9698393,0.6121494,0.9535768,0.95545584,0.9626719,1.0,0.9609545,0.96733266,0.9242933,0.94128555,0.9439498,0.95369476,0.93351096,0.94154984,0.96671766,0.9681907,0.9235454,0.9417194,0.9564745,0.96936464,0.91469985,0.9127734,0.923431,0.71442574,0.92559886,0.81721985,0.8625389,0.8196422,0.84257823,0.9024842,0.90968263,0.90810096,0.9008134,0.92350316,0.9196101,0.9034675,0.90087193,0.7178882,0.90661615,0.8344155,0.8573451,0.8930701,0.9083497,0.8862718,0.8656992,0.89059347,0.8680515,0.8422978,0.9170763,0.8984307,0.8871206,0.87976325,0.90296495,0.8930257,0.9201815,0.88249093,0.91661036,0.9059785,0.5038578,0.88320535,0.83563054,0.8573317,0.9121833,0.907135,0.8905993,0.7902457,0.8348029,0.8572218,0.8841851,0.8875684,0.8881871,0.9146192,0.880359,0.8961665,0.9142108,0.909936,0.88181925,0.91588026,0.8598915,0.90230453,0.5664995,0.8679563,0.85804516,0.911913,0.9062441,0.89591837,0.88792914,0.8910669,0.887397,0.8759884,0.88652277,0.85126406,0.8359744,0.8770669,0.8910007,0.87889373,0.9083316,0.8583611,0.878112,0.84612584,0.91484576,0.9050981,0.8749977,0.88299274,0.8926997,0.9116837,0.8826101,0.86897004,0.87493384,0.87200296,0.89270777,0.9032178,0.9098872,0.8787019,0.8911653,0.908124,0.731546,0.8787478,0.8978071,0.9048353,0.87766093,0.90307254,0.90458524,0.91346264,0.8758225,0.8707428,0.9045118,0.92363685,0.88198113,0.9165007,0.88679904,0.76789814,0.9152199,0.90215087
0.96455157,0.9372321,0.938729,0.6066513,0.9391398,0.9264983,0.9989115,0.9609545,1.0,0.9624394,0.89343923,0.9170265,0.9092027,0.92347497,0.9011908,0.91610265,0.93926483,0.93456423,0.9002381,0.9166041,0.9212583,0.9400697,0.8927813,0.8741874,0.87423307,0.70256805,0.886286,0.79854244,0.8359478,0.802088,0.82269174,0.8812871,0.87175703,0.8719403,0.8843587,0.89054716,0.8834374,0.876094,0.85852915,0.7098662,0.86581284,0.81203634,0.8421574,0.86551726,0.8881268,0.86380404,0.8313243,0.8692364,0.862342,0.8098208,0.88620347,0.86404115,0.8545559,0.8525745,0.86575365,0.87043744,0.88315445,0.8731095,0.88357633,0.8620765,0.5088967,0.8573715,0.8016677,0.84362286,0.8698367,0.86768466,0.8556467,0.7764023,0.80086315,0.82440317,0.85469216,0.85142857,0.8499774,0.8757809,0.87160903,0.8622818,0.8786762,0.8729576,0.8478077,0.88018423,0.8255847,0.8701005,0.55285144,0.83350694,0.8349822,0.86567163,0.8627192,0.86825585,0.86282986,0.8582193,0.8491859,0.8438732,0.8504762,0.82978886,0.8141393,0.8430303,0.8579955,0.844005,0.8615074,0.82767576,0.8508776,0.82468855,0.8655758,0.870512,0.8419117,0.84769136,0.860439,0.8690258,0.84747726,0.8364533,0.84653,0.8411004,0.8599723,0.85970306,0.8624195,0.8493063,0.8571446,0.8683709,0.71152306,0.8550888,0.8667836,0.8659759,0.85712177,0.88103914,0.86897933,0.88480335,0.8601256,0.85128546,0.87011856,0.8772961,0.8485712,0.87649566,0.8571366,0.745052,0.8761011,0.8677973
0.978981,0.959641,0.9627886,0.601495,0.961451,0.9399964,0.9641937,0.96733266,0.9624394,1.0,0.926103,0.9490604,0.9228941,0.9512949,0.94068474,0.94675255,0.9577979,0.9528166,0.93578297,0.94570315,0.9396023,0.95707494,0.9277035,0.88105994,0.8912793,0.69151807,0.89452356,0.7945485,0.8343774,0.795854,0.8154018,0.8767048,0.8761143,0.87370354,0.8803094,0.89089036,0.886756,0.88049704,0.86800003,0.6994768,0.8706083,0.81470907,0.8318121,0.8605324,0.8847783,0.8627895,0.8263144,0.8583773,0.8488524,0.80807364,0.88747483,0.86395556,0.8560378,0.8506759,0.8716158,0.86075586,0.89563984,0.8598338,0.8846155,0.87299013,0.4996883,0.84997463,0.80128914,0.8323435,0.88178587,0.8684988,0.85708123,0.76708335,0.8059464,0.8303777,0.85602516,0.8464853,0.85299516,0.8871732,0.8578557,0.86238205,0.88565403,0.8751664,0.84644973,0.886447,0.82852113,0.8820002,0.5394579,0.8354334,0.83831745,0.87574655,0.87448084,0.8643766,0.85552156,0.8542241,0.86207485,0.84023255,0.85200924,0.82620716,0.8127688,0.8415592,0.8544977,0.8433463,0.87139505,0.83211875,0.85649294,0.82843024,0.88201493,0.8782179,0.84534216,0.85095465,0.86488926,0.8785233,0.8507952,0.8429196,0.8498607,0.8464157,0.87587285,0.869619,0.87358916,0.8533754,0.85307294,0.87896144,0.71688074,0.85352254,0.8679845,0.8732456,0.8544284,0.87895805,0.87529093,0.88755417,0.8515666,0.8472366,0.879847,0.8948433,0.8568326,0.882986,0.86755353,0.7519412,0.8863831,0.87718064
